account_id,account_name,industry,country,signup_date,referral_source,plan_tier_x,seats_x,is_trial_x,churn_flag_x,SignupMonth,subscription_id,start_date,end_date,plan_tier_y,seats_y,mrr_amount,arr_amount,is_trial_y,upgrade_flag,downgrade_flag,churn_flag_y,billing_frequency,auto_renew_flag,cohortMonth,churn_event_id,churn_date,reason_code,refund_amount_usd,preceding_upgrade_flag,preceding_downgrade_flag,is_reactivation,feedback_text
A-2e4581,Company_0,EdTech,US,2024-10-16,partner,Basic,9,False,False,2024-10,S-d24841,2024-11-17,Active Subscription,Pro,9,0,0,True,True,False,False,annual,True,2024-10,C-695fcd,2024-11-23,budget,0.0,False,False,False,switched to competitor
A-2e4581,Company_0,EdTech,US,2024-10-16,partner,Basic,9,False,False,2024-10,S-d24841,2024-11-17,Active Subscription,Pro,9,0,0,True,True,False,False,annual,True,2024-10,C-cea92d,2024-12-05,competitor,0.0,True,False,False,No feedback
A-2e4581,Company_0,EdTech,US,2024-10-16,partner,Basic,9,False,False,2024-10,S-c4cef7,2024-10-25,Active Subscription,Pro,13,637,7644,False,False,False,False,annual,False,2024-10,C-695fcd,2024-11-23,budget,0.0,False,False,False,switched to competitor
A-2e4581,Company_0,EdTech,US,2024-10-16,partner,Basic,9,False,False,2024-10,S-c4cef7,2024-10-25,Active Subscription,Pro,13,637,7644,False,False,False,False,annual,False,2024-10,C-cea92d,2024-12-05,competitor,0.0,True,False,False,No feedback
A-2e4581,Company_0,EdTech,US,2024-10-16,partner,Basic,9,False,False,2024-10,S-3d7bed,2024-12-22,Active Subscription,Basic,44,836,10032,False,False,False,False,monthly,True,2024-10,C-695fcd,2024-11-23,budget,0.0,False,False,False,switched to competitor
A-2e4581,Company_0,EdTech,US,2024-10-16,partner,Basic,9,False,False,2024-10,S-3d7bed,2024-12-22,Active Subscription,Basic,44,836,10032,False,False,False,False,monthly,True,2024-10,C-cea92d,2024-12-05,competitor,0.0,True,False,False,No feedback
A-2e4581,Company_0,EdTech,US,2024-10-16,partner,Basic,9,False,False,2024-10,S-e79dbc,2024-10-30,Active Subscription,Pro,66,0,0,True,False,False,False,monthly,True,2024-10,C-695fcd,2024-11-23,budget,0.0,False,False,False,switched to competitor
A-2e4581,Company_0,EdTech,US,2024-10-16,partner,Basic,9,False,False,2024-10,S-e79dbc,2024-10-30,Active Subscription,Pro,66,0,0,True,False,False,False,monthly,True,2024-10,C-cea92d,2024-12-05,competitor,0.0,True,False,False,No feedback
A-2e4581,Company_0,EdTech,US,2024-10-16,partner,Basic,9,False,False,2024-10,S-d4d459,2024-12-19,Active Subscription,Enterprise,29,5771,69252,False,False,False,False,monthly,True,2024-10,C-695fcd,2024-11-23,budget,0.0,False,False,False,switched to competitor
A-2e4581,Company_0,EdTech,US,2024-10-16,partner,Basic,9,False,False,2024-10,S-d4d459,2024-12-19,Active Subscription,Enterprise,29,5771,69252,False,False,False,False,monthly,True,2024-10,C-cea92d,2024-12-05,competitor,0.0,True,False,False,No feedback
A-43a9e3,Company_1,FinTech,IN,2023-08-17,other,Basic,18,False,True,2023-08,S-f3274c,2024-02-07,Active Subscription,Pro,18,882,10584,False,False,False,False,annual,False,2023-09,No Churn,Not Churned,Not Churned,0.0,False,False,False,No Feedback
A-43a9e3,Company_1,FinTech,IN,2023-08-17,other,Basic,18,False,True,2023-08,S-8e5fd4,2024-03-09,Active Subscription,Basic,27,513,6156,False,True,False,False,annual,True,2023-09,No Churn,Not Churned,Not Churned,0.0,False,False,False,No Feedback
A-43a9e3,Company_1,FinTech,IN,2023-08-17,other,Basic,18,False,True,2023-08,S-fa8c75,2024-07-08,Active Subscription,Pro,18,882,10584,False,False,False,False,monthly,True,2023-09,No Churn,Not Churned,Not Churned,0.0,False,False,False,No Feedback
A-43a9e3,Company_1,FinTech,IN,2023-08-17,other,Basic,18,False,True,2023-08,S-df262a,2023-11-06,Active Subscription,Enterprise,28,5572,66864,False,True,False,False,monthly,True,2023-09,No Churn,Not Churned,Not Churned,0.0,False,False,False,No Feedback
A-43a9e3,Company_1,FinTech,IN,2023-08-17,other,Basic,18,False,True,2023-08,S-c80ac4,2023-11-29,Active Subscription,Basic,18,342,4104,False,False,False,False,annual,True,2023-09,No Churn,Not Churned,Not Churned,0.0,False,False,False,No Feedback
A-43a9e3,Company_1,FinTech,IN,2023-08-17,other,Basic,18,False,True,2023-08,S-9171f0,2024-03-26,Active Subscription,Basic,27,513,6156,False,False,False,False,annual,True,2023-09,No Churn,Not Churned,Not Churned,0.0,False,False,False,No Feedback
A-43a9e3,Company_1,FinTech,IN,2023-08-17,other,Basic,18,False,True,2023-08,S-0d2fb8,2023-09-20,Active Subscription,Basic,22,418,5016,False,False,False,False,annual,False,2023-09,No Churn,Not Churned,Not Churned,0.0,False,False,False,No Feedback
A-43a9e3,Company_1,FinTech,IN,2023-08-17,other,Basic,18,False,True,2023-08,S-726749,2024-02-22,Active Subscription,Pro,18,882,10584,False,True,False,False,annual,True,2023-09,No Churn,Not Churned,Not Churned,0.0,False,False,False,No Feedback
A-0a282f,Company_2,DevTools,US,2024-08-27,organic,Basic,1,False,False,2024-08,S-ce5450,2024-12-25,2024-12-28,Pro,8,0,0,True,False,False,True,annual,True,2024-08,C-100b97,2024-10-06,features,0.0,False,False,False,switched to competitor
A-0a282f,Company_2,DevTools,US,2024-08-27,organic,Basic,1,False,False,2024-08,S-ce5450,2024-12-25,2024-12-28,Pro,8,0,0,True,False,False,True,annual,True,2024-08,C-484fba,2024-12-31,support,62.66,False,True,False,too expensive
A-0a282f,Company_2,DevTools,US,2024-08-27,organic,Basic,1,False,False,2024-08,S-f615d2,2024-10-23,Active Subscription,Pro,18,882,10584,False,True,False,False,monthly,True,2024-08,C-100b97,2024-10-06,features,0.0,False,False,False,switched to competitor
A-0a282f,Company_2,DevTools,US,2024-08-27,organic,Basic,1,False,False,2024-08,S-f615d2,2024-10-23,Active Subscription,Pro,18,882,10584,False,True,False,False,monthly,True,2024-08,C-484fba,2024-12-31,support,62.66,False,True,False,too expensive
A-0a282f,Company_2,DevTools,US,2024-08-27,organic,Basic,1,False,False,2024-08,S-a346d6,2024-08-31,2024-09-25,Enterprise,19,3781,45372,False,False,False,True,annual,True,2024-08,C-100b97,2024-10-06,features,0.0,False,False,False,switched to competitor
A-0a282f,Company_2,DevTools,US,2024-08-27,organic,Basic,1,False,False,2024-08,S-a346d6,2024-08-31,2024-09-25,Enterprise,19,3781,45372,False,False,False,True,annual,True,2024-08,C-484fba,2024-12-31,support,62.66,False,True,False,too expensive
A-0a282f,Company_2,DevTools,US,2024-08-27,organic,Basic,1,False,False,2024-08,S-45baa6,2024-10-08,Active Subscription,Pro,4,196,2352,False,False,False,False,monthly,True,2024-08,C-100b97,2024-10-06,features,0.0,False,False,False,switched to competitor
A-0a282f,Company_2,DevTools,US,2024-08-27,organic,Basic,1,False,False,2024-08,S-45baa6,2024-10-08,Active Subscription,Pro,4,196,2352,False,False,False,False,monthly,True,2024-08,C-484fba,2024-12-31,support,62.66,False,True,False,too expensive
A-0a282f,Company_2,DevTools,US,2024-08-27,organic,Basic,1,False,False,2024-08,S-f32440,2024-10-06,Active Subscription,Basic,40,760,9120,False,False,False,False,monthly,True,2024-08,C-100b97,2024-10-06,features,0.0,False,False,False,switched to competitor
A-0a282f,Company_2,DevTools,US,2024-08-27,organic,Basic,1,False,False,2024-08,S-f32440,2024-10-06,Active Subscription,Basic,40,760,9120,False,False,False,False,monthly,True,2024-08,C-484fba,2024-12-31,support,62.66,False,True,False,too expensive
A-0a282f,Company_2,DevTools,US,2024-08-27,organic,Basic,1,False,False,2024-08,S-973e8e,2024-09-28,2024-12-16,Enterprise,6,1194,14328,False,False,False,True,annual,True,2024-08,C-100b97,2024-10-06,features,0.0,False,False,False,switched to competitor
A-0a282f,Company_2,DevTools,US,2024-08-27,organic,Basic,1,False,False,2024-08,S-973e8e,2024-09-28,2024-12-16,Enterprise,6,1194,14328,False,False,False,True,annual,True,2024-08,C-484fba,2024-12-31,support,62.66,False,True,False,too expensive
A-0a282f,Company_2,DevTools,US,2024-08-27,organic,Basic,1,False,False,2024-08,S-d6106b,2024-10-16,Active Subscription,Basic,6,114,1368,False,False,False,False,monthly,True,2024-08,C-100b97,2024-10-06,features,0.0,False,False,False,switched to competitor
A-0a282f,Company_2,DevTools,US,2024-08-27,organic,Basic,1,False,False,2024-08,S-d6106b,2024-10-16,Active Subscription,Basic,6,114,1368,False,False,False,False,monthly,True,2024-08,C-484fba,2024-12-31,support,62.66,False,True,False,too expensive
A-0a282f,Company_2,DevTools,US,2024-08-27,organic,Basic,1,False,False,2024-08,S-22eb3c,2024-12-20,Active Subscription,Basic,60,1140,13680,False,False,False,False,monthly,True,2024-08,C-100b97,2024-10-06,features,0.0,False,False,False,switched to competitor
A-0a282f,Company_2,DevTools,US,2024-08-27,organic,Basic,1,False,False,2024-08,S-22eb3c,2024-12-20,Active Subscription,Basic,60,1140,13680,False,False,False,False,monthly,True,2024-08,C-484fba,2024-12-31,support,62.66,False,True,False,too expensive
A-0a282f,Company_2,DevTools,US,2024-08-27,organic,Basic,1,False,False,2024-08,S-3b98b1,2024-10-10,Active Subscription,Enterprise,29,5771,69252,False,False,False,False,monthly,True,2024-08,C-100b97,2024-10-06,features,0.0,False,False,False,switched to competitor
A-0a282f,Company_2,DevTools,US,2024-08-27,organic,Basic,1,False,False,2024-08,S-3b98b1,2024-10-10,Active Subscription,Enterprise,29,5771,69252,False,False,False,False,monthly,True,2024-08,C-484fba,2024-12-31,support,62.66,False,True,False,too expensive
A-0a282f,Company_2,DevTools,US,2024-08-27,organic,Basic,1,False,False,2024-08,S-fc7e8e,2024-10-11,Active Subscription,Enterprise,2,398,4776,False,False,False,False,monthly,True,2024-08,C-100b97,2024-10-06,features,0.0,False,False,False,switched to competitor
A-0a282f,Company_2,DevTools,US,2024-08-27,organic,Basic,1,False,False,2024-08,S-fc7e8e,2024-10-11,Active Subscription,Enterprise,2,398,4776,False,False,False,False,monthly,True,2024-08,C-484fba,2024-12-31,support,62.66,False,True,False,too expensive
A-0a282f,Company_2,DevTools,US,2024-08-27,organic,Basic,1,False,False,2024-08,S-897d69,2024-12-20,Active Subscription,Pro,55,2695,32340,False,False,False,False,monthly,True,2024-08,C-100b97,2024-10-06,features,0.0,False,False,False,switched to competitor
A-0a282f,Company_2,DevTools,US,2024-08-27,organic,Basic,1,False,False,2024-08,S-897d69,2024-12-20,Active Subscription,Pro,55,2695,32340,False,False,False,False,monthly,True,2024-08,C-484fba,2024-12-31,support,62.66,False,True,False,too expensive
A-0a282f,Company_2,DevTools,US,2024-08-27,organic,Basic,1,False,False,2024-08,S-561d54,2024-11-10,Active Subscription,Pro,1,49,588,False,False,False,False,annual,True,2024-08,C-100b97,2024-10-06,features,0.0,False,False,False,switched to competitor
A-0a282f,Company_2,DevTools,US,2024-08-27,organic,Basic,1,False,False,2024-08,S-561d54,2024-11-10,Active Subscription,Pro,1,49,588,False,False,False,False,annual,True,2024-08,C-484fba,2024-12-31,support,62.66,False,True,False,too expensive
A-0a282f,Company_2,DevTools,US,2024-08-27,organic,Basic,1,False,False,2024-08,S-04fd47,2024-10-27,Active Subscription,Basic,12,228,2736,False,False,False,False,annual,True,2024-08,C-100b97,2024-10-06,features,0.0,False,False,False,switched to competitor
A-0a282f,Company_2,DevTools,US,2024-08-27,organic,Basic,1,False,False,2024-08,S-04fd47,2024-10-27,Active Subscription,Basic,12,228,2736,False,False,False,False,annual,True,2024-08,C-484fba,2024-12-31,support,62.66,False,True,False,too expensive
A-0a282f,Company_2,DevTools,US,2024-08-27,organic,Basic,1,False,False,2024-08,S-b037c5,2024-10-07,Active Subscription,Pro,20,980,11760,False,False,True,False,annual,True,2024-08,C-100b97,2024-10-06,features,0.0,False,False,False,switched to competitor
A-0a282f,Company_2,DevTools,US,2024-08-27,organic,Basic,1,False,False,2024-08,S-b037c5,2024-10-07,Active Subscription,Pro,20,980,11760,False,False,True,False,annual,True,2024-08,C-484fba,2024-12-31,support,62.66,False,True,False,too expensive
A-0a282f,Company_2,DevTools,US,2024-08-27,organic,Basic,1,False,False,2024-08,S-9c414f,2024-12-27,Active Subscription,Pro,2,98,1176,False,False,False,False,annual,True,2024-08,C-100b97,2024-10-06,features,0.0,False,False,False,switched to competitor
A-0a282f,Company_2,DevTools,US,2024-08-27,organic,Basic,1,False,False,2024-08,S-9c414f,2024-12-27,Active Subscription,Pro,2,98,1176,False,False,False,False,annual,True,2024-08,C-484fba,2024-12-31,support,62.66,False,True,False,too expensive
A-1f0ac7,Company_3,HealthTech,UK,2023-08-27,other,Basic,24,True,False,2023-08,S-fccc09,2024-12-20,Active Subscription,Pro,24,1176,14112,False,True,False,False,monthly,True,2023-12,C-109d03,2024-11-08,support,0.0,True,False,False,missing features
A-1f0ac7,Company_3,HealthTech,UK,2023-08-27,other,Basic,24,True,False,2023-08,S-327a60,2024-05-03,Active Subscription,Basic,47,893,10716,False,False,False,False,annual,True,2023-12,C-109d03,2024-11-08,support,0.0,True,False,False,missing features
A-1f0ac7,Company_3,HealthTech,UK,2023-08-27,other,Basic,24,True,False,2023-08,S-e7e4bd,2024-02-15,Active Subscription,Enterprise,24,4776,57312,False,False,False,False,annual,True,2023-12,C-109d03,2024-11-08,support,0.0,True,False,False,missing features
A-1f0ac7,Company_3,HealthTech,UK,2023-08-27,other,Basic,24,True,False,2023-08,S-90229f,2024-07-11,Active Subscription,Pro,24,0,0,True,True,False,False,monthly,True,2023-12,C-109d03,2024-11-08,support,0.0,True,False,False,missing features
A-1f0ac7,Company_3,HealthTech,UK,2023-08-27,other,Basic,24,True,False,2023-08,S-12ed58,2024-11-14,Active Subscription,Basic,32,608,7296,False,False,False,False,annual,True,2023-12,C-109d03,2024-11-08,support,0.0,True,False,False,missing features
A-1f0ac7,Company_3,HealthTech,UK,2023-08-27,other,Basic,24,True,False,2023-08,S-da7f1f,2023-12-04,Active Subscription,Pro,24,1176,14112,False,False,False,False,monthly,False,2023-12,C-109d03,2024-11-08,support,0.0,True,False,False,missing features
A-1f0ac7,Company_3,HealthTech,UK,2023-08-27,other,Basic,24,True,False,2023-08,S-329803,2024-04-29,Active Subscription,Basic,34,646,7752,False,False,False,False,monthly,False,2023-12,C-109d03,2024-11-08,support,0.0,True,False,False,missing features
A-ce550d,Company_4,HealthTech,US,2024-10-27,event,Enterprise,35,False,True,2024-10,S-e1de58,2024-10-28,Active Subscription,Enterprise,35,6965,83580,False,True,False,False,annual,True,2024-10,C-2cec7e,2024-12-28,budget,0.0,True,False,False,too expensive
A-ce550d,Company_4,HealthTech,US,2024-10-27,event,Enterprise,35,False,True,2024-10,S-6055d4,2024-11-13,Active Subscription,Enterprise,35,0,0,True,False,False,False,monthly,True,2024-10,C-2cec7e,2024-12-28,budget,0.0,True,False,False,too expensive
A-ce550d,Company_4,HealthTech,US,2024-10-27,event,Enterprise,35,False,True,2024-10,S-4bfa1d,2024-12-21,2024-12-30,Pro,35,1715,20580,False,False,False,True,monthly,True,2024-10,C-2cec7e,2024-12-28,budget,0.0,True,False,False,too expensive
A-ce550d,Company_4,HealthTech,US,2024-10-27,event,Enterprise,35,False,True,2024-10,S-c3cb12,2024-11-01,Active Subscription,Enterprise,54,10746,128952,False,False,False,False,annual,False,2024-10,C-2cec7e,2024-12-28,budget,0.0,True,False,False,too expensive
A-ce550d,Company_4,HealthTech,US,2024-10-27,event,Enterprise,35,False,True,2024-10,S-d925e2,2024-12-16,Active Subscription,Pro,35,1715,20580,False,False,False,False,annual,True,2024-10,C-2cec7e,2024-12-28,budget,0.0,True,False,False,too expensive
A-ce550d,Company_4,HealthTech,US,2024-10-27,event,Enterprise,35,False,True,2024-10,S-3cae3d,2024-12-04,Active Subscription,Pro,35,1715,20580,False,False,False,False,annual,False,2024-10,C-2cec7e,2024-12-28,budget,0.0,True,False,False,too expensive
A-ce550d,Company_4,HealthTech,US,2024-10-27,event,Enterprise,35,False,True,2024-10,S-79d1e0,2024-12-31,2024-12-31,Enterprise,109,21691,260292,False,False,False,True,monthly,True,2024-10,C-2cec7e,2024-12-28,budget,0.0,True,False,False,too expensive
A-ce550d,Company_4,HealthTech,US,2024-10-27,event,Enterprise,35,False,True,2024-10,S-16dc40,2024-11-16,Active Subscription,Pro,51,2499,29988,False,True,False,False,monthly,True,2024-10,C-2cec7e,2024-12-28,budget,0.0,True,False,False,too expensive
A-ce550d,Company_4,HealthTech,US,2024-10-27,event,Enterprise,35,False,True,2024-10,S-7ac9dd,2024-11-24,Active Subscription,Pro,35,1715,20580,False,False,False,False,annual,False,2024-10,C-2cec7e,2024-12-28,budget,0.0,True,False,False,too expensive
A-1b9609,Company_5,EdTech,IN,2023-10-12,ads,Enterprise,4,False,False,2023-10,S-86455a,2023-12-01,Active Subscription,Pro,12,588,7056,False,False,False,False,monthly,True,2023-12,C-bedd8c,2024-11-16,unknown,0.0,False,False,False,No feedback
A-1b9609,Company_5,EdTech,IN,2023-10-12,ads,Enterprise,4,False,False,2023-10,S-86455a,2023-12-01,Active Subscription,Pro,12,588,7056,False,False,False,False,monthly,True,2023-12,C-42ca6e,2024-02-02,pricing,0.0,True,False,False,too expensive
A-1b9609,Company_5,EdTech,IN,2023-10-12,ads,Enterprise,4,False,False,2023-10,S-86455a,2023-12-01,Active Subscription,Pro,12,588,7056,False,False,False,False,monthly,True,2023-12,C-0b2d8c,2024-01-02,unknown,0.0,False,False,False,switched to competitor
A-1b9609,Company_5,EdTech,IN,2023-10-12,ads,Enterprise,4,False,False,2023-10,S-ee53e8,2024-09-03,Active Subscription,Basic,17,323,3876,False,False,False,False,annual,True,2023-12,C-bedd8c,2024-11-16,unknown,0.0,False,False,False,No feedback
A-1b9609,Company_5,EdTech,IN,2023-10-12,ads,Enterprise,4,False,False,2023-10,S-ee53e8,2024-09-03,Active Subscription,Basic,17,323,3876,False,False,False,False,annual,True,2023-12,C-42ca6e,2024-02-02,pricing,0.0,True,False,False,too expensive
A-1b9609,Company_5,EdTech,IN,2023-10-12,ads,Enterprise,4,False,False,2023-10,S-ee53e8,2024-09-03,Active Subscription,Basic,17,323,3876,False,False,False,False,annual,True,2023-12,C-0b2d8c,2024-01-02,unknown,0.0,False,False,False,switched to competitor
A-1b9609,Company_5,EdTech,IN,2023-10-12,ads,Enterprise,4,False,False,2023-10,S-35cf1c,2024-02-17,Active Subscription,Basic,49,931,11172,False,False,False,False,monthly,True,2023-12,C-bedd8c,2024-11-16,unknown,0.0,False,False,False,No feedback
A-1b9609,Company_5,EdTech,IN,2023-10-12,ads,Enterprise,4,False,False,2023-10,S-35cf1c,2024-02-17,Active Subscription,Basic,49,931,11172,False,False,False,False,monthly,True,2023-12,C-42ca6e,2024-02-02,pricing,0.0,True,False,False,too expensive
A-1b9609,Company_5,EdTech,IN,2023-10-12,ads,Enterprise,4,False,False,2023-10,S-35cf1c,2024-02-17,Active Subscription,Basic,49,931,11172,False,False,False,False,monthly,True,2023-12,C-0b2d8c,2024-01-02,unknown,0.0,False,False,False,switched to competitor
A-1b9609,Company_5,EdTech,IN,2023-10-12,ads,Enterprise,4,False,False,2023-10,S-ba672b,2024-05-01,Active Subscription,Pro,4,196,2352,False,False,False,False,annual,False,2023-12,C-bedd8c,2024-11-16,unknown,0.0,False,False,False,No feedback
A-1b9609,Company_5,EdTech,IN,2023-10-12,ads,Enterprise,4,False,False,2023-10,S-ba672b,2024-05-01,Active Subscription,Pro,4,196,2352,False,False,False,False,annual,False,2023-12,C-42ca6e,2024-02-02,pricing,0.0,True,False,False,too expensive
A-1b9609,Company_5,EdTech,IN,2023-10-12,ads,Enterprise,4,False,False,2023-10,S-ba672b,2024-05-01,Active Subscription,Pro,4,196,2352,False,False,False,False,annual,False,2023-12,C-0b2d8c,2024-01-02,unknown,0.0,False,False,False,switched to competitor
A-1b9609,Company_5,EdTech,IN,2023-10-12,ads,Enterprise,4,False,False,2023-10,S-523cce,2024-08-28,Active Subscription,Enterprise,30,5970,71640,False,False,False,False,monthly,True,2023-12,C-bedd8c,2024-11-16,unknown,0.0,False,False,False,No feedback
A-1b9609,Company_5,EdTech,IN,2023-10-12,ads,Enterprise,4,False,False,2023-10,S-523cce,2024-08-28,Active Subscription,Enterprise,30,5970,71640,False,False,False,False,monthly,True,2023-12,C-42ca6e,2024-02-02,pricing,0.0,True,False,False,too expensive
A-1b9609,Company_5,EdTech,IN,2023-10-12,ads,Enterprise,4,False,False,2023-10,S-523cce,2024-08-28,Active Subscription,Enterprise,30,5970,71640,False,False,False,False,monthly,True,2023-12,C-0b2d8c,2024-01-02,unknown,0.0,False,False,False,switched to competitor
A-1b9609,Company_5,EdTech,IN,2023-10-12,ads,Enterprise,4,False,False,2023-10,S-80016a,2024-01-11,Active Subscription,Enterprise,5,995,11940,False,False,False,False,monthly,True,2023-12,C-bedd8c,2024-11-16,unknown,0.0,False,False,False,No feedback
A-1b9609,Company_5,EdTech,IN,2023-10-12,ads,Enterprise,4,False,False,2023-10,S-80016a,2024-01-11,Active Subscription,Enterprise,5,995,11940,False,False,False,False,monthly,True,2023-12,C-42ca6e,2024-02-02,pricing,0.0,True,False,False,too expensive
A-1b9609,Company_5,EdTech,IN,2023-10-12,ads,Enterprise,4,False,False,2023-10,S-80016a,2024-01-11,Active Subscription,Enterprise,5,995,11940,False,False,False,False,monthly,True,2023-12,C-0b2d8c,2024-01-02,unknown,0.0,False,False,False,switched to competitor
A-1b9609,Company_5,EdTech,IN,2023-10-12,ads,Enterprise,4,False,False,2023-10,S-4f3f73,2024-08-04,2024-08-12,Pro,4,196,2352,False,False,False,True,annual,True,2023-12,C-bedd8c,2024-11-16,unknown,0.0,False,False,False,No feedback
A-1b9609,Company_5,EdTech,IN,2023-10-12,ads,Enterprise,4,False,False,2023-10,S-4f3f73,2024-08-04,2024-08-12,Pro,4,196,2352,False,False,False,True,annual,True,2023-12,C-42ca6e,2024-02-02,pricing,0.0,True,False,False,too expensive
A-1b9609,Company_5,EdTech,IN,2023-10-12,ads,Enterprise,4,False,False,2023-10,S-4f3f73,2024-08-04,2024-08-12,Pro,4,196,2352,False,False,False,True,annual,True,2023-12,C-0b2d8c,2024-01-02,unknown,0.0,False,False,False,switched to competitor
A-1b9609,Company_5,EdTech,IN,2023-10-12,ads,Enterprise,4,False,False,2023-10,S-5d5699,2024-06-16,Active Subscription,Enterprise,35,6965,83580,False,False,False,False,annual,True,2023-12,C-bedd8c,2024-11-16,unknown,0.0,False,False,False,No feedback
A-1b9609,Company_5,EdTech,IN,2023-10-12,ads,Enterprise,4,False,False,2023-10,S-5d5699,2024-06-16,Active Subscription,Enterprise,35,6965,83580,False,False,False,False,annual,True,2023-12,C-42ca6e,2024-02-02,pricing,0.0,True,False,False,too expensive
A-1b9609,Company_5,EdTech,IN,2023-10-12,ads,Enterprise,4,False,False,2023-10,S-5d5699,2024-06-16,Active Subscription,Enterprise,35,6965,83580,False,False,False,False,annual,True,2023-12,C-0b2d8c,2024-01-02,unknown,0.0,False,False,False,switched to competitor
A-1b9609,Company_5,EdTech,IN,2023-10-12,ads,Enterprise,4,False,False,2023-10,S-afa7a7,2024-10-03,Active Subscription,Enterprise,25,0,0,True,False,False,False,annual,True,2023-12,C-bedd8c,2024-11-16,unknown,0.0,False,False,False,No feedback
A-1b9609,Company_5,EdTech,IN,2023-10-12,ads,Enterprise,4,False,False,2023-10,S-afa7a7,2024-10-03,Active Subscription,Enterprise,25,0,0,True,False,False,False,annual,True,2023-12,C-42ca6e,2024-02-02,pricing,0.0,True,False,False,too expensive
A-1b9609,Company_5,EdTech,IN,2023-10-12,ads,Enterprise,4,False,False,2023-10,S-afa7a7,2024-10-03,Active Subscription,Enterprise,25,0,0,True,False,False,False,annual,True,2023-12,C-0b2d8c,2024-01-02,unknown,0.0,False,False,False,switched to competitor
A-1b9609,Company_5,EdTech,IN,2023-10-12,ads,Enterprise,4,False,False,2023-10,S-34253c,2023-12-02,Active Subscription,Basic,18,342,4104,False,False,False,False,annual,False,2023-12,C-bedd8c,2024-11-16,unknown,0.0,False,False,False,No feedback
A-1b9609,Company_5,EdTech,IN,2023-10-12,ads,Enterprise,4,False,False,2023-10,S-34253c,2023-12-02,Active Subscription,Basic,18,342,4104,False,False,False,False,annual,False,2023-12,C-42ca6e,2024-02-02,pricing,0.0,True,False,False,too expensive
A-1b9609,Company_5,EdTech,IN,2023-10-12,ads,Enterprise,4,False,False,2023-10,S-34253c,2023-12-02,Active Subscription,Basic,18,342,4104,False,False,False,False,annual,False,2023-12,C-0b2d8c,2024-01-02,unknown,0.0,False,False,False,switched to competitor
